Datetime,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,CO_ugm3,O3_ugm3,SO2_ugm3,Temp_2m_C,Humidity_Percent,Wind_Speed_10m_kmh
2023-12-03 02:00:00,89.2,130.4,49.7,1595.0,12.0,35.8,13.4,93.0,6.1
2023-12-03 03:00:00,86.1,126.2,47.3,1527.0,12.0,33.1,13.1,93.0,6.9
2023-12-03 04:00:00,82.9,121.1,45.5,1456.0,12.0,31.3,12.6,95.0,6.9
2023-12-03 05:00:00,84.8,123.9,43.2,1316.0,11.0,34.9,12.3,95.0,5.5
2023-12-03 06:00:00,87.1,126.7,46.4,1428.0,15.0,35.6,12.7,97.0,5.2
2023-12-03 07:00:00,91.7,133.2,50.3,1569.0,22.0,36.5,12.9,98.0,6.2
2023-12-03 08:00:00,88.5,128.1,49.7,1571.0,36.0,37.6,15.1,90.0,5.2
2023-12-03 09:00:00,81.0,117.8,40.2,1301.0,65.0,39.3,17.9,82.0,3.9
2023-12-03 10:00:00,70.1,102.9,26.1,892.0,103.0,41.2,20.4,72.0,5.4
2023-12-03 11:00:00,58.0,86.1,15.5,576.0,130.0,41.4,22.2,62.0,6.9
2023-12-03 12:00:00,49.7,74.3,10.0,431.0,142.0,38.0,23.4,52.0,7.6
2023-12-03 13:00:00,43.8,65.4,7.8,380.0,144.0,33.0,24.1,47.0,6.5
2023-12-03 14:00:00,40.2,60.1,12.0,420.0,136.0,30.1,24.3,44.0,6.5
2023-12-03 15:00:00,39.0,58.0,27.7,590.0,111.0,31.3,24.1,45.0,6.9
2023-12-03 16:00:00,46.4,68.5,49.7,851.0,75.0,34.6,23.1,54.0,5.1
2023-12-03 17:00:00,78.2,114.8,71.3,1207.0,45.0,45.0,20.5,73.0,5.6
2023-12-03 18:00:00,99.9,145.8,77.2,1612.0,36.0,60.7,20.6,72.0,4.4
2023-12-03 19:00:00,117.3,170.4,85.2,2170.0,23.0,62.01111111111111,19.9,78.0,4.3
2023-12-03 20:00:00,129.0,187.2,89.7,2194.5714285714284,14.0,63.32222222222222,20.2,68.0,2.4
2023-12-03 21:00:00,135.0,196.0,87.6,2219.1428571428573,12.0,64.63333333333334,18.3,81.0,7.2
2023-12-04 00:00:00,131.8,191.4,76.1,2292.8571428571427,16.0,68.56666666666666,17.2,81.0,5.5
2023-12-04 01:00:00,128.5,186.7,75.6,2317.428571428572,17.0,69.87777777777778,16.4,84.0,5.5
2023-12-04 02:00:00,127.1,184.9,73.0,2342.0,18.0,71.1888888888889,15.9,86.0,5.2
2023-12-04 03:00:00,123.9,179.7,65.0,2091.0,20.0,72.5,15.0,86.0,6.8
2023-12-04 04:00:00,107.1,155.1,54.8,1794.0,22.0,57.0,14.4,87.0,6.4
2023-12-04 05:00:00,100.8,146.2,53.7,1661.0,19.0,52.0,14.2,85.0,9.4
2023-12-04 06:00:00,94.1,136.0,57.1,1700.0,18.0,49.1,14.8,92.0,6.2
2023-12-04 07:00:00,93.6,135.5,61.1,1739.0,19.0,45.1,14.7,91.0,6.1
2023-12-04 08:00:00,92.9,134.1,59.8,1663.0,31.0,41.5,16.1,84.0,5.6
2023-12-04 09:00:00,85.4,123.9,47.9,1362.0,64.0,39.1,18.0,74.0,6.4
2023-12-04 10:00:00,71.5,103.8,30.6,946.0,109.0,37.2,19.6,66.0,6.0
2023-12-04 11:00:00,57.5,84.3,17.3,623.0,141.0,35.0,21.1,56.0,10.0
2023-12-04 12:00:00,47.5,69.4,10.2,467.0,154.0,31.5,22.2,50.0,11.5
2023-12-04 13:00:00,42.3,61.7,7.0,405.0,154.0,27.6,22.6,47.0,10.7
2023-12-04 14:00:00,39.2,57.3,10.2,428.0,145.0,25.7,22.8,46.0,10.2
2023-12-04 15:00:00,38.2,55.8,24.4,563.0,121.0,26.9,22.6,47.0,10.2
2023-12-04 16:00:00,42.1,61.2,45.0,783.0,87.0,30.1,21.8,54.0,8.6
2023-12-04 17:00:00,66.6,96.9,57.0,982.0,54.0,34.2,19.5,63.0,10.7
2023-12-04 18:00:00,81.7,118.5,60.4,1220.0,45.0,42.8,19.2,66.0,1.3
2023-12-04 19:00:00,93.1,134.6,65.1,1551.0,33.0,54.5,19.0,67.0,4.0
2023-12-04 20:00:00,101.7,147.1,68.9,1820.0,22.0,63.0,17.2,77.0,8.8
2023-12-04 21:00:00,109.4,157.9,71.6,1984.0,15.0,66.1,15.8,85.0,7.1
2023-12-04 22:00:00,116.2,167.6,73.4,2085.0,10.0,66.0,15.0,88.0,7.4
2023-12-04 23:00:00,119.7,172.3,72.5,2097.0,8.0,62.5,14.3,89.0,7.2
2023-12-05 00:00:00,114.1,164.4,67.1,1974.0,10.0,53.5,13.7,90.0,6.5
2023-12-05 01:00:00,100.1,144.4,59.0,1762.0,15.0,41.1,13.2,90.0,5.8
2023-12-05 02:00:00,89.6,129.0,51.3,1570.0,19.0,31.4,13.0,90.0,7.2
2023-12-05 03:00:00,81.7,118.0,43.4,1394.0,21.0,26.3,12.7,90.0,8.1
2023-12-05 04:00:00,75.7,109.0,36.0,1239.0,23.0,23.9,12.1,91.0,7.1
2023-12-05 05:00:00,61.9,89.4,22.7,958.0,35.0,22.2,12.9,86.0,3.4
2023-12-05 06:00:00,62.4,89.6,32.9,1193.0,30.0,28.0,12.2,95.0,6.2
2023-12-05 07:00:00,72.2,103.6,46.3,1500.0,24.0,36.0,12.6,94.0,7.4
2023-12-05 08:00:00,79.4,113.9,52.3,1608.0,28.0,41.2,14.5,87.0,4.4
2023-12-05 09:00:00,71.0,102.0,43.5,1324.0,53.0,41.3,16.8,80.0,3.3
2023-12-05 10:00:00,51.0,73.6,27.3,841.0,88.0,38.6,19.1,72.0,6.3
2023-12-05 11:00:00,38.9,56.5,14.6,470.0,114.0,35.4,21.1,60.0,9.4
2023-12-05 12:00:00,32.1,46.9,8.8,330.0,125.0,31.6,22.4,49.0,10.9
2023-12-05 13:00:00,30.5,44.7,6.5,302.0,127.0,27.3,23.0,45.0,11.9
2023-12-05 14:00:00,29.9,43.9,9.4,340.0,120.0,24.9,23.2,43.0,12.9
2023-12-05 15:00:00,30.5,44.7,21.0,450.0,101.0,25.6,22.9,44.0,12.9
2023-12-05 16:00:00,36.1,52.6,37.6,625.0,73.0,28.2,21.7,52.0,10.0
2023-12-05 17:00:00,52.5,76.4,51.4,859.0,48.0,32.7,18.8,66.0,10.0
2023-12-05 18:00:00,59.8,86.6,52.0,956.0,42.0,36.3,18.1,69.0,9.7
2023-12-05 19:00:00,64.7,93.8,52.7,1091.0,35.0,41.2,17.0,73.0,9.3
2023-12-05 20:00:00,70.3,101.7,52.9,1200.0,28.0,44.6,16.0,77.0,8.9
2023-12-05 21:00:00,76.1,109.9,52.5,1270.0,24.0,45.5,15.3,80.0,8.2
2023-12-05 22:00:00,79.4,114.8,51.6,1315.0,21.0,44.9,14.6,82.0,8.6
2023-12-05 23:00:00,76.8,111.1,49.3,1311.0,20.0,42.3,14.0,84.0,9.0
2023-12-06 00:00:00,70.3,101.7,44.8,1224.0,20.0,36.3,13.5,85.0,8.8
2023-12-06 01:00:00,65.0,94.1,39.1,1088.0,21.0,28.4,13.0,87.0,8.7
2023-12-06 02:00:00,61.0,88.2,34.0,979.0,22.0,22.3,12.5,89.0,8.3
2023-12-06 03:00:00,57.9,83.6,29.8,914.0,22.0,19.4,12.1,90.0,8.0
2023-12-06 04:00:00,55.3,79.6,26.4,875.0,22.0,18.3,11.7,91.0,8.4
2023-12-06 05:00:00,55.2,79.2,26.2,922.0,21.0,20.4,11.6,92.0,10.0
2023-12-06 06:00:00,55.9,80.1,30.2,1066.0,20.0,23.4,11.6,95.0,7.9
2023-12-06 07:00:00,61.7,88.2,35.5,1257.0,19.0,27.6,11.6,96.0,6.1
2023-12-06 08:00:00,64.3,92.0,37.2,1347.0,30.0,31.0,13.7,90.0,3.1
2023-12-06 09:00:00,61.5,87.8,31.9,1249.0,64.0,33.0,16.1,83.0,4.7
2023-12-06 10:00:00,57.6,82.4,23.0,1049.0,109.0,34.3,18.4,76.0,3.7
2023-12-06 11:00:00,53.1,76.1,16.1,863.0,142.0,34.8,20.4,68.0,4.7
2023-12-06 12:00:00,44.7,64.3,10.9,686.0,154.0,33.7,22.1,59.0,5.3
2023-12-06 13:00:00,36.3,52.4,7.6,521.0,153.0,31.9,23.1,50.0,4.6
2023-12-06 14:00:00,32.7,47.3,12.5,494.0,142.0,32.3,23.5,45.0,4.9
2023-12-06 15:00:00,32.4,46.8,32.4,682.0,117.0,36.1,23.3,44.0,4.3
2023-12-06 16:00:00,39.7,57.3,60.4,1008.0,81.0,42.2,22.3,56.0,5.0
2023-12-06 17:00:00,78.9,114.3,94.0,1459.0,54.0,61.5,19.2,72.0,7.3
2023-12-06 18:00:00,102.0,147.1,103.6,1912.0,40.0,76.9,18.6,73.0,8.0
2023-12-06 19:00:00,121.5,175.1,116.6,1923.375,21.0,74.32857142857144,17.5,76.0,8.6
2023-12-06 20:00:00,136.0,195.6,117.4,1934.75,6.0,71.75714285714287,16.3,79.0,8.5
2023-12-06 21:00:00,143.9,206.8,118.2,1946.125,0.0,69.18571428571428,15.3,83.0,8.6
2023-12-06 23:00:00,141.1,203.0,110.4,1968.875,0.0,64.04285714285714,14.2,87.0,8.1
2023-12-07 00:00:00,124.3,178.8,97.4,1980.25,3.0,61.471428571428575,13.5,89.0,7.6
2023-12-07 01:00:00,106.6,153.2,81.2,1991.625,9.0,58.9,12.8,92.0,6.6
2023-12-07 02:00:00,93.6,134.1,66.6,2003.0,14.0,38.0,12.5,92.0,6.1
2023-12-07 03:00:00,84.8,121.5,54.7,1734.0,18.0,28.5,12.2,94.0,6.9
2023-12-07 04:00:00,78.5,112.5,44.4,1544.0,21.0,25.0,11.8,95.0,6.1
2023-12-07 05:00:00,72.4,103.6,30.8,1313.0,38.0,25.5,11.5,96.0,6.6
2023-12-07 06:00:00,73.1,104.8,34.5,1435.0,35.0,28.0,11.3,99.0,6.4
2023-12-07 07:00:00,78.2,112.0,39.3,1592.0,32.0,31.5,11.7,100.0,6.2
2023-12-07 08:00:00,81.0,115.9,40.3,1629.0,42.0,35.2,14.0,92.0,4.7
2023-12-07 09:00:00,82.2,117.3,33.9,1439.0,76.0,39.4,16.8,84.0,5.0
2023-12-07 10:00:00,75.7,108.3,23.7,1129.0,123.0,43.6,19.5,75.0,7.6
2023-12-07 11:00:00,63.1,90.8,15.9,868.0,157.0,45.8,21.5,66.0,8.6
2023-12-07 12:00:00,51.6,74.5,11.2,698.0,169.0,44.1,22.9,56.0,9.2
2023-12-07 13:00:00,44.6,64.7,8.9,576.0,168.0,40.3,23.8,49.0,9.4
2023-12-07 14:00:00,41.0,59.5,12.4,548.0,156.0,37.6,24.1,46.0,10.4
2023-12-07 15:00:00,39.6,57.3,26.5,664.0,129.0,37.2,23.7,46.0,11.0
2023-12-07 16:00:00,44.8,64.7,46.5,873.0,92.0,38.0,22.4,55.0,8.9
2023-12-07 17:00:00,78.7,113.9,73.3,1225.0,66.0,49.7,19.4,67.0,10.3
2023-12-07 18:00:00,92.2,133.2,75.9,1424.0,54.0,54.9,18.8,70.0,10.9
2023-12-07 19:00:00,98.0,141.6,79.3,1700.0,36.0,62.1,17.4,74.0,10.0
2023-12-07 20:00:00,103.1,148.5,80.9,1913.0,23.0,66.9,16.1,79.0,8.7
2023-12-07 21:00:00,108.3,156.0,79.9,2025.0,17.0,68.4,15.0,84.0,7.8
2023-12-07 22:00:00,111.3,160.2,77.1,2074.0,14.0,67.5,14.2,87.0,7.9
2023-12-07 23:00:00,105.9,152.7,72.3,2041.0,14.0,63.1,13.6,89.0,8.0
2023-12-08 00:00:00,94.1,135.5,64.4,1877.0,16.0,52.6,13.1,89.0,8.3
2023-12-08 01:00:00,83.6,120.1,54.6,1631.0,20.0,38.5,12.6,90.0,8.2
2023-12-08 02:00:00,75.4,108.5,46.0,1430.0,23.0,27.8,12.0,92.0,7.8
2023-12-08 03:00:00,69.8,100.4,38.8,1305.0,25.0,23.0,11.5,93.0,7.6
2023-12-08 04:00:00,66.6,95.7,32.9,1226.0,25.0,21.5,11.4,93.0,8.5
2023-12-08 05:00:00,62.6,89.9,23.8,1136.0,37.0,20.6,11.1,93.0,8.4
2023-12-08 06:00:00,66.1,94.8,32.1,1332.0,32.0,25.8,11.3,94.0,7.9
2023-12-08 07:00:00,76.6,109.7,43.0,1589.0,27.0,33.0,11.6,94.0,7.9
2023-12-08 08:00:00,82.0,117.3,47.4,1687.0,37.0,38.0,13.7,87.0,6.3
2023-12-08 09:00:00,79.6,114.1,39.1,1479.0,78.0,38.8,16.4,79.0,5.9
2023-12-08 10:00:00,70.1,100.6,24.4,1112.0,135.0,37.5,19.1,72.0,7.6
2023-12-08 11:00:00,57.9,83.1,13.0,810.0,175.0,35.6,21.2,63.0,10.0
2023-12-08 12:00:00,50.8,73.3,7.7,640.0,185.0,33.1,22.6,54.0,10.3
2023-12-08 13:00:00,45.2,65.4,5.9,535.0,178.0,30.1,23.4,48.0,10.4
2023-12-08 14:00:00,40.6,58.9,9.0,511.0,163.0,28.6,23.8,44.0,13.0
2023-12-08 15:00:00,39.6,57.4,20.7,607.0,140.0,29.6,23.5,43.0,13.2
2023-12-08 16:00:00,43.8,63.3,37.5,783.0,108.0,32.0,22.2,52.0,10.2
2023-12-08 17:00:00,69.4,100.1,61.5,1101.0,82.0,39.9,19.2,66.0,10.1
2023-12-08 18:00:00,79.6,114.6,63.8,1200.0,72.0,43.1,18.4,70.0,9.6
2023-12-08 19:00:00,82.0,118.0,66.7,1334.0,58.0,47.3,16.9,75.0,8.9
2023-12-08 20:00:00,84.8,122.0,66.4,1415.0,49.0,49.0,15.9,78.0,8.7
2023-12-08 21:00:00,86.4,124.3,60.5,1401.0,48.0,46.1,15.0,81.0,9.0
2023-12-08 22:00:00,84.8,122.0,51.4,1336.0,52.0,40.6,14.0,84.0,8.9
2023-12-08 23:00:00,80.1,115.0,42.3,1259.0,57.0,35.3,12.9,87.0,8.1
2023-12-09 00:00:00,74.5,107.1,33.3,1174.0,62.0,30.7,12.3,89.0,8.7
2023-12-09 01:00:00,70.8,101.7,24.3,1077.0,67.0,26.2,11.4,90.0,7.1
2023-12-09 02:00:00,68.0,97.6,17.7,1004.0,71.0,23.1,11.0,89.0,8.2
2023-12-09 03:00:00,65.7,94.5,14.2,957.0,72.0,21.8,10.8,90.0,10.0
2023-12-09 04:00:00,64.0,92.0,13.2,934.0,71.0,21.8,10.4,91.0,9.7
2023-12-09 05:00:00,64.0,91.7,15.2,964.0,70.0,24.8,10.1,91.0,9.7
2023-12-09 06:00:00,66.4,95.2,22.8,1102.0,64.0,28.1,10.1,91.0,9.4
2023-12-09 07:00:00,72.6,104.3,32.9,1284.0,58.0,32.7,10.3,91.0,10.1
2023-12-09 08:00:00,75.9,108.7,37.6,1363.0,63.0,35.6,12.7,83.0,9.0
2023-12-09 09:00:00,74.7,107.1,31.8,1245.0,92.0,35.5,15.6,75.0,8.3
2023-12-09 10:00:00,67.8,97.6,20.6,1024.0,132.0,33.9,18.4,64.0,9.6
2023-12-09 11:00:00,60.3,86.6,11.8,833.0,161.0,31.8,20.6,57.0,10.8
2023-12-09 12:00:00,54.0,77.8,7.4,705.0,168.0,29.2,22.1,50.0,11.9
2023-12-09 13:00:00,48.5,69.8,5.4,607.0,164.0,26.1,23.0,45.0,12.6
2023-12-09 14:00:00,43.2,62.2,7.7,577.0,153.0,24.4,23.4,41.0,13.5
2023-12-09 15:00:00,40.3,58.0,17.4,653.0,133.0,24.8,23.2,41.0,13.5
2023-12-09 16:00:00,42.0,60.5,31.3,797.0,106.0,26.4,21.8,49.0,9.7
2023-12-09 17:00:00,67.3,96.9,52.5,1054.0,78.0,33.2,18.6,63.0,10.7
2023-12-09 18:00:00,74.7,107.3,53.6,1116.0,70.0,35.4,17.7,66.0,9.9
2023-12-09 19:00:00,77.1,110.8,54.9,1201.0,59.0,38.3,16.4,70.0,10.1
2023-12-09 20:00:00,78.2,112.5,53.8,1253.0,52.0,39.6,15.3,74.0,10.1
2023-12-09 21:00:00,79.2,113.6,48.8,1247.0,52.0,38.1,14.4,77.0,10.0
2023-12-09 22:00:00,79.9,114.8,41.6,1209.0,55.0,35.1,13.5,80.0,9.8
2023-12-09 23:00:00,78.5,112.9,34.4,1160.0,59.0,32.0,12.8,83.0,9.7
2023-12-10 00:00:00,75.7,109.0,27.5,1098.0,63.0,29.0,12.3,84.0,10.3
2023-12-10 01:00:00,73.3,105.7,20.8,1026.0,67.0,26.0,11.9,85.0,10.3
2023-12-10 02:00:00,71.2,102.9,15.7,969.0,70.0,24.0,11.5,85.0,10.2
2023-12-10 03:00:00,69.6,100.8,12.7,930.0,72.0,23.4,11.2,85.0,10.4
2023-12-10 04:00:00,68.5,99.0,11.4,906.0,73.0,23.8,10.9,84.0,11.0
2023-12-10 05:00:00,67.5,97.6,11.2,909.0,82.0,26.4,10.7,84.0,11.3
2023-12-10 06:00:00,69.6,100.8,17.8,1018.0,75.0,29.3,10.6,86.0,12.1
2023-12-10 07:00:00,73.6,106.6,26.7,1163.0,67.0,33.2,10.6,87.0,13.0
2023-12-10 08:00:00,76.8,111.3,31.0,1231.0,70.0,36.2,12.6,80.0,10.2
2023-12-10 09:00:00,78.0,112.9,26.4,1155.0,95.0,37.6,15.3,71.0,10.4
2023-12-10 10:00:00,76.4,110.8,17.2,1001.0,131.0,37.9,18.0,62.0,12.1
2023-12-10 11:00:00,73.1,106.6,10.1,856.0,156.0,37.0,20.1,54.0,14.6
2023-12-10 12:00:00,65.2,95.9,6.6,729.0,162.0,33.8,21.6,46.0,17.6
2023-12-10 13:00:00,58.6,86.4,5.1,611.0,157.0,29.3,22.3,41.0,18.0
2023-12-10 14:00:00,54.5,80.6,7.4,561.0,146.0,26.3,22.6,38.0,17.4
2023-12-10 15:00:00,52.6,77.8,16.2,622.0,128.0,26.0,22.2,39.0,16.4
2023-12-10 16:00:00,53.2,78.5,28.9,751.0,104.0,27.1,20.9,48.0,12.1
2023-12-10 17:00:00,63.8,93.6,42.4,898.0,81.0,30.1,17.9,61.0,11.5
2023-12-10 18:00:00,70.5,103.1,46.3,991.0,70.0,33.1,16.9,66.0,10.7
2023-12-10 19:00:00,74.3,108.5,51.6,1121.0,56.0,37.3,15.7,70.0,11.0
2023-12-10 20:00:00,77.3,112.7,54.8,1224.0,44.0,40.0,14.8,73.0,11.3
2023-12-10 21:00:00,80.1,116.6,54.3,1277.0,39.0,40.3,13.7,78.0,10.0
2023-12-10 22:00:00,82.7,120.1,51.7,1304.0,37.0,39.2,13.0,81.0,9.9
2023-12-10 23:00:00,82.4,119.7,48.4,1310.0,35.0,37.4,12.1,84.0,8.9
2023-12-11 00:00:00,80.1,116.2,44.1,1287.0,33.0,34.4,11.3,87.0,7.7
2023-12-11 01:00:00,78.7,114.3,39.0,1243.0,32.0,30.8,11.0,87.0,6.1
2023-12-11 02:00:00,78.5,114.1,35.5,1216.0,31.0,28.8,11.0,86.0,5.1
2023-12-11 03:00:00,79.2,115.0,33.5,1195.0,28.0,29.1,9.9,90.0,6.5
2023-12-11 04:00:00,79.4,115.5,32.9,1190.0,24.0,30.9,9.6,91.0,8.7
2023-12-11 05:00:00,83.6,121.1,36.5,1300.0,26.0,36.8,9.1,93.0,8.2
2023-12-11 06:00:00,89.2,129.0,50.4,1599.0,24.0,44.8,8.6,95.0,7.9
2023-12-11 07:00:00,102.4,147.6,68.7,1993.0,24.0,55.5,8.6,97.0,7.6
2023-12-11 08:00:00,111.8,161.1,76.0,2152.0,38.0,61.4,11.3,88.0,4.8
2023-12-11 09:00:00,102.4,147.6,61.7,1853.0,80.0,57.9,14.9,77.0,3.1
2023-12-11 10:00:00,85.0,123.4,36.5,1319.0,136.0,49.6,17.8,66.0,3.4
2023-12-11 11:00:00,71.7,104.1,17.1,893.0,176.0,42.3,19.7,57.0,2.9
2023-12-11 12:00:00,61.7,89.9,8.1,685.0,190.0,37.1,20.9,49.0,3.5
2023-12-11 13:00:00,55.1,80.6,4.9,585.0,189.0,32.8,21.6,44.0,4.9
2023-12-11 14:00:00,50.4,73.8,10.9,610.0,175.0,31.9,21.9,41.0,5.9
2023-12-11 15:00:00,47.7,70.1,31.6,774.0,144.0,34.5,21.9,41.0,6.4
2023-12-11 16:00:00,53.6,78.0,61.6,1062.0,100.0,40.4,21.1,46.0,3.3
2023-12-11 17:00:00,90.1,130.9,92.7,1527.0,73.0,57.2,20.1,49.0,2.1
2023-12-11 18:00:00,112.2,162.1,103.2,1947.0,57.0,75.5,19.4,51.0,2.6
2023-12-11 19:00:00,134.6,194.2,117.8,1939.1875,35.0,75.45882352941176,18.1,57.0,3.6
2023-12-11 20:00:00,154.6,223.1,117.6,1931.375,18.0,75.41764705882353,16.5,65.0,4.3
2023-12-11 21:00:00,155.36249999999998,247.7,117.4,1923.5625,10.0,75.37647058823529,14.5,74.0,6.3
2023-12-12 08:00:00,152.05,236.6,100.6,1837.625,61.0,74.9235294117647,11.8,85.0,4.0
2023-12-12 09:00:00,142.5,205.4,95.9,1829.8125,113.0,74.88235294117646,15.0,74.0,5.1
2023-12-12 10:00:00,114.1,165.3,53.5,1822.0,177.0,74.84117647058824,17.8,65.0,6.1
2023-12-12 11:00:00,96.9,141.1,21.5,1082.0,223.0,74.8,20.0,57.0,5.9
2023-12-12 12:00:00,78.0,114.1,8.2,755.0,240.0,65.5,21.3,53.0,5.2
2023-12-12 13:00:00,66.1,96.9,5.2,643.0,240.0,54.7,22.1,50.0,3.2
2023-12-12 14:00:00,57.5,84.1,12.1,674.0,226.0,48.5,22.6,45.0,1.3
2023-12-12 15:00:00,53.0,77.3,33.8,853.0,193.0,48.8,22.8,43.0,3.1
2023-12-12 16:00:00,63.8,92.7,65.4,1174.0,146.0,53.5,22.1,49.0,4.2
2023-12-12 17:00:00,120.1,174.6,106.3,1735.0,97.0,73.7,18.8,72.0,7.2
2023-12-12 18:00:00,145.8,210.9,112.3,2113.0,80.0,73.8,19.2,57.0,3.1
2023-12-12 19:00:00,149.5,241.2,119.9,2162.0,56.0,73.9,18.2,61.0,3.1
2023-12-12 20:00:00,153.20000000000002,247.7,115.4,2211.0,38.0,74.0,15.7,76.0,5.8
2023-12-12 21:00:00,156.9,227.2,110.9,2260.0,34.0,74.1,14.6,78.0,9.3
2023-12-12 22:00:00,147.1,212.8,94.3,2309.0,36.0,74.2,13.3,82.0,8.1
2023-12-12 23:00:00,142.5,206.3,81.5,2005.0,36.0,74.3,12.8,83.0,4.8
2023-12-13 00:00:00,140.6,204.0,76.6,1950.0,31.0,70.4,12.9,80.0,3.9
2023-12-13 01:00:00,142.5,206.3,75.5,1999.0,25.0,70.6,12.2,83.0,4.1
2023-12-13 02:00:00,145.8,210.9,75.2,2053.0,20.0,72.2,11.3,86.0,5.1
2023-12-13 03:00:00,148.5,214.7,73.8,2044.0,16.0,74.7,11.0,86.0,4.9
2023-12-13 04:00:00,150.9,218.4,73.1,2041.0,12.0,78.4,11.4,83.0,4.1
2023-12-13 05:00:00,123.4,178.8,51.1,1823.0,19.0,58.2,12.1,79.0,2.9
2023-12-13 06:00:00,122.9,177.4,65.0,2168.0,18.0,61.5,11.5,89.0,3.3
2023-12-13 07:00:00,134.6,193.7,83.1,2216.333333333333,19.0,66.1,9.7,94.0,5.6
2023-12-13 08:00:00,148.1,212.8,89.4,2264.6666666666665,36.0,69.4,12.1,87.0,4.2
2023-12-13 09:00:00,129.9,187.7,72.3,2313.0,86.0,71.4,15.3,78.0,2.6
2023-12-13 10:00:00,105.5,152.7,43.4,1557.0,153.0,72.2,18.0,68.0,2.7
2023-12-13 11:00:00,93.6,136.9,20.9,959.0,200.0,69.5,20.1,58.0,3.0
2023-12-13 12:00:00,82.2,120.1,10.5,687.0,213.0,60.0,21.4,51.0,4.2
2023-12-13 13:00:00,61.0,90.1,6.5,571.0,205.0,47.1,22.3,47.0,6.9
2023-12-13 14:00:00,50.6,75.4,9.9,566.0,187.0,38.2,22.7,42.0,9.4
2023-12-13 15:00:00,48.5,72.4,25.2,695.0,154.0,36.9,22.5,42.0,10.1
2023-12-13 16:00:00,55.4,82.0,48.0,933.0,110.0,39.6,21.4,49.0,7.9
2023-12-13 17:00:00,69.8,123.4,67.3,1168.0,63.0,46.6,18.4,64.0,9.2
2023-12-13 18:00:00,82.7,133.6,66.1,1252.0,54.0,49.6,17.4,60.0,10.6
2023-12-13 19:00:00,88.9,137.8,64.3,1367.0,41.0,53.6,16.1,64.0,9.8
2023-12-13 20:00:00,92.7,141.6,61.8,1441.0,32.0,55.2,15.0,68.0,10.0
2023-12-13 21:00:00,92.9,143.4,58.9,1447.0,29.0,52.7,14.3,70.0,10.2
2023-12-13 22:00:00,91.3,143.9,55.2,1412.0,30.0,47.8,13.4,74.0,10.0
2023-12-13 23:00:00,85.0,136.0,49.9,1349.0,33.0,42.1,12.5,78.0,9.5
2023-12-14 00:00:00,75.7,123.9,41.2,1245.0,37.0,35.1,11.7,81.0,9.2
2023-12-14 01:00:00,68.5,113.6,30.8,1114.0,43.0,27.2,11.0,84.0,8.2
2023-12-14 02:00:00,62.4,104.5,22.7,1007.0,48.0,21.2,10.4,86.0,8.2
2023-12-14 03:00:00,57.9,95.5,18.0,930.0,50.0,18.1,10.0,88.0,8.4
2023-12-14 04:00:00,54.6,87.5,15.7,877.0,50.0,16.9,9.6,89.0,9.0
2023-12-14 05:00:00,53.3,73.8,13.8,811.0,56.0,16.1,9.4,90.0,9.4
2023-12-14 06:00:00,57.3,73.3,20.5,927.0,51.0,20.1,9.6,90.0,10.9
2023-12-14 07:00:00,69.4,80.6,29.5,1081.0,46.0,25.5,9.6,90.0,10.5
2023-12-14 08:00:00,77.1,84.8,33.8,1150.0,51.0,28.7,11.7,83.0,9.4
2023-12-14 09:00:00,75.9,84.5,29.1,1058.0,77.0,27.8,14.4,75.0,9.4
2023-12-14 10:00:00,68.0,77.3,19.9,881.0,112.0,24.7,17.1,66.0,11.5
2023-12-14 11:00:00,58.3,69.4,12.5,722.0,138.0,22.0,19.3,57.0,14.1
2023-12-14 12:00:00,49.8,62.2,8.4,596.0,145.0,20.2,20.8,49.0,15.5
2023-12-14 13:00:00,45.1,57.5,6.3,488.0,143.0,18.8,21.8,43.0,16.3
2023-12-14 14:00:00,42.1,54.5,8.3,452.0,134.0,18.8,22.1,41.0,16.5
2023-12-14 15:00:00,40.6,54.2,17.4,528.0,118.0,20.5,21.8,43.0,15.8
2023-12-14 16:00:00,43.8,59.8,30.7,677.0,96.0,23.6,20.7,50.0,11.8
2023-12-14 17:00:00,53.7,87.3,49.3,881.0,71.0,30.1,17.6,64.0,10.3
2023-12-14 18:00:00,67.1,100.8,52.8,1000.0,63.0,35.2,16.5,69.0,9.5
2023-12-14 19:00:00,76.6,109.7,57.6,1166.0,52.0,42.2,15.2,73.0,9.1
2023-12-14 20:00:00,84.3,118.0,60.9,1311.0,43.0,47.7,14.2,76.0,9.8
2023-12-14 21:00:00,91.0,127.1,62.2,1425.0,38.0,50.9,13.3,79.0,9.7
2023-12-14 22:00:00,97.6,136.0,62.1,1517.0,34.0,52.6,12.6,81.0,9.7
2023-12-14 23:00:00,99.9,139.2,58.9,1547.0,34.0,51.6,11.6,86.0,8.8
2023-12-15 00:00:00,97.1,133.2,50.5,1474.0,38.0,45.9,10.7,88.0,8.3
2023-12-15 01:00:00,92.9,126.2,39.1,1339.0,45.0,37.4,9.9,91.0,6.9
2023-12-15 02:00:00,88.9,120.6,29.7,1229.0,51.0,31.4,9.6,91.0,6.2
2023-12-15 03:00:00,87.3,116.2,22.3,1137.0,56.0,28.9,9.0,93.0,6.8
2023-12-15 04:00:00,86.8,112.7,17.0,1069.0,61.0,28.8,8.6,94.0,7.3
